"Text",STREET,HOUSENR,POSTCODE,CITY
"CITY,POSTCODE STREET HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"CITY POSTCODE HOUSENR,STREET",STREET,HOUSENR,POSTCODE,CITY
"CITY,STREET POSTCODE HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"CITY STREET,HOUSENR,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"CITY,HOUSENR POSTCODE STREET",STREET,HOUSENR,POSTCODE,CITY
"CITY,HOUSENR,STREET,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"POSTCODE CITY STREET HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"POSTCODE,CITY,HOUSENR,STREET",STREET,HOUSENR,POSTCODE,CITY
"POSTCODE STREET CITY,HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"POSTCODE,STREET HOUSENR CITY",STREET,HOUSENR,POSTCODE,CITY
"POSTCODE HOUSENR CITY,STREET",STREET,HOUSENR,POSTCODE,CITY
"POSTCODE,HOUSENR STREET CITY",STREET,HOUSENR,POSTCODE,CITY
"STREET CITY,POSTCODE,HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"STREET,CITY,HOUSENR,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"STREET POSTCODE CITY HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"STREET POSTCODE HOUSENR,CITY",STREET,HOUSENR,POSTCODE,CITY
"STREET,HOUSENR,CITY,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"STREET HOUSENR POSTCODE CITY",STREET,HOUSENR,POSTCODE,CITY
"HOUSENR CITY POSTCODE,STREET",STREET,HOUSENR,POSTCODE,CITY
"HOUSENR,CITY,STREET,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"HOUSENR POSTCODE CITY STREET",STREET,HOUSENR,POSTCODE,CITY
"HOUSENR POSTCODE STREET,CITY",STREET,HOUSENR,POSTCODE,CITY
"HOUSENR,STREET CITY POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"HOUSENR STREET POSTCODE,CITY",STREET,HOUSENR,POSTCODE,CITY
"CITY,POSTCODE,STREET",STREET,,POSTCODE,CITY
"CITY,POSTCODE HOUSENR",,HOUSENR,POSTCODE,CITY
"CITY STREET POSTCODE",STREET,,POSTCODE,CITY
"CITY STREET HOUSENR",STREET,HOUSENR,,CITY
"CITY,HOUSENR,POSTCODE",,HOUSENR,POSTCODE,CITY
"CITY,HOUSENR,STREET",STREET,HOUSENR,,CITY
"POSTCODE CITY STREET",STREET,,POSTCODE,CITY
"POSTCODE,CITY HOUSENR",,HOUSENR,POSTCODE,CITY
"POSTCODE STREET,CITY",STREET,,POSTCODE,CITY
"POSTCODE,STREET HOUSENR",STREET,HOUSENR,POSTCODE,
"POSTCODE HOUSENR,CITY",,HOUSENR,POSTCODE,CITY
"POSTCODE,HOUSENR STREET",STREET,HOUSENR,POSTCODE,
"STREET CITY,POSTCODE",STREET,,POSTCODE,CITY
"STREET CITY,HOUSENR",STREET,HOUSENR,,CITY
"STREET POSTCODE CITY",STREET,,POSTCODE,CITY
"STREET,POSTCODE HOUSENR",STREET,HOUSENR,POSTCODE,
"STREET,HOUSENR,CITY",STREET,HOUSENR,,CITY
"STREET,HOUSENR POSTCODE",STREET,HOUSENR,POSTCODE,
"HOUSENR CITY,POSTCODE",,HOUSENR,POSTCODE,CITY
"HOUSENR,CITY,STREET",STREET,HOUSENR,,CITY
"HOUSENR POSTCODE,CITY",,HOUSENR,POSTCODE,CITY
"HOUSENR,POSTCODE STREET",STREET,HOUSENR,POSTCODE,
"HOUSENR,STREET,CITY",STREET,HOUSENR,,CITY
"HOUSENR STREET,POSTCODE",STREET,HOUSENR,POSTCODE,
"CITY,POSTCODE",,,POSTCODE,CITY
"CITY STREET",STREET,,,CITY
"CITY,HOUSENR",,HOUSENR,,CITY
"POSTCODE,CITY",,,POSTCODE,CITY
"POSTCODE STREET",STREET,,POSTCODE,
"POSTCODE HOUSENR",,HOUSENR,POSTCODE,
"STREET CITY",STREET,,,CITY
"STREET,POSTCODE",STREET,,POSTCODE,
"STREET,HOUSENR",STREET,HOUSENR,,
"HOUSENR CITY",,HOUSENR,,CITY
"HOUSENR POSTCODE",,HOUSENR,POSTCODE,
"HOUSENR STREET",STREET,HOUSENR,,
