"Text",STREET,HOUSENR,POSTCODE,CITY
"Wohnung CITY,POSTCODE STREET HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"Haus CITY POSTCODE HOUSENR,STREET",STREET,HOUSENR,POSTCODE,CITY
"Arbeitsplatz CITY,STREET POSTCODE HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"Wohnort CITY STREET,HOUSENR,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"Postanschrift CITY,HOUSENR POSTCODE STREET",STREET,HOUSENR,POSTCODE,CITY
"Arbeitsanschrift CITY,HOUSENR,STREET,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"Unternehmensadresse POSTCODE CITY STREET HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"Adresse POSTCODE,CITY,HOUSENR,STREET",STREET,HOUSENR,POSTCODE,CITY
"Arbeitsadresse POSTCODE STREET CITY,HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"PostAdresse POSTCODE,STREET HOUSENR CITY",STREET,HOUSENR,POSTCODE,CITY
"Wohnort POSTCODE HOUSENR CITY,STREET",STREET,HOUSENR,POSTCODE,CITY
"Arbeitsanschrift POSTCODE,HOUSENR STREET CITY",STREET,HOUSENR,POSTCODE,CITY
"Wohnung STREET CITY,POSTCODE,HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"Haus STREET,CITY,HOUSENR,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"Arbeitsplatz STREET POSTCODE CITY HOUSENR",STREET,HOUSENR,POSTCODE,CITY
"Unternehmensadresse STREET POSTCODE HOUSENR,CITY",STREET,HOUSENR,POSTCODE,CITY
"Adresse STREET,HOUSENR,CITY,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"Haus STREET HOUSENR POSTCODE CITY",STREET,HOUSENR,POSTCODE,CITY
"Arbeitsplatz HOUSENR CITY POSTCODE,STREET",STREET,HOUSENR,POSTCODE,CITY
"Postanschrift HOUSENR,CITY,STREET,POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"Wohnung HOUSENR POSTCODE CITY STREET",STREET,HOUSENR,POSTCODE,CITY
"Arbeitsadresse HOUSENR POSTCODE STREET,CITY",STREET,HOUSENR,POSTCODE,CITY
"Wohnort HOUSENR,STREET CITY POSTCODE",STREET,HOUSENR,POSTCODE,CITY
"Wohnort HOUSENR STREET POSTCODE,CITY",STREET,HOUSENR,POSTCODE,CITY
"Haus CITY,POSTCODE,STREET",STREET,,POSTCODE,CITY
"Unternehmensadresse CITY,POSTCODE HOUSENR",,HOUSENR,POSTCODE,CITY
"Postanschrift CITY STREET POSTCODE",STREET,,POSTCODE,CITY
"Wohnung CITY STREET HOUSENR",STREET,HOUSENR,,CITY
"Wohnort CITY,HOUSENR,POSTCODE",,HOUSENR,POSTCODE,CITY
"PostAdresse CITY,HOUSENR,STREET",STREET,HOUSENR,,CITY
"Haus POSTCODE CITY STREET",STREET,,POSTCODE,CITY
"Wohnort POSTCODE,CITY HOUSENR",,HOUSENR,POSTCODE,CITY
"Wohnort POSTCODE STREET,CITY",STREET,,POSTCODE,CITY
"Wohnung POSTCODE,STREET HOUSENR",STREET,HOUSENR,POSTCODE,
"PostAdresse POSTCODE HOUSENR,CITY",,HOUSENR,POSTCODE,CITY
"Arbeitsanschrift POSTCODE,HOUSENR STREET",STREET,HOUSENR,POSTCODE,
"Unternehmensadresse STREET CITY,POSTCODE",STREET,,POSTCODE,CITY
"Haus STREET CITY,HOUSENR",STREET,HOUSENR,,CITY
"Wohnort STREET POSTCODE CITY",STREET,,POSTCODE,CITY
"Arbeitsplatz STREET,POSTCODE HOUSENR",STREET,HOUSENR,POSTCODE,
"Arbeitsadresse STREET,HOUSENR,CITY",STREET,HOUSENR,,CITY
"PostAdresse STREET,HOUSENR POSTCODE",STREET,HOUSENR,POSTCODE,
"Wohnung HOUSENR CITY,POSTCODE",,HOUSENR,POSTCODE,CITY
"Haus HOUSENR,CITY,STREET",STREET,HOUSENR,,CITY
"PostAdresse HOUSENR POSTCODE,CITY",,HOUSENR,POSTCODE,CITY
"Arbeitsadresse HOUSENR,POSTCODE STREET",STREET,HOUSENR,POSTCODE,
"Arbeitsanschrift HOUSENR,STREET,CITY",STREET,HOUSENR,,CITY
"Wohnung HOUSENR STREET,POSTCODE",STREET,HOUSENR,POSTCODE,
"Adresse CITY,POSTCODE",,,POSTCODE,CITY
"Arbeitsplatz CITY STREET",STREET,,,CITY
"Postanschrift CITY,HOUSENR",,HOUSENR,,CITY
"PostAdresse POSTCODE,CITY",,,POSTCODE,CITY
"Haus POSTCODE STREET",STREET,,POSTCODE,
"Wohnort POSTCODE HOUSENR",,HOUSENR,POSTCODE,
"Arbeitsplatz STREET CITY",STREET,,,CITY
"Arbeitsadresse STREET,POSTCODE",STREET,,POSTCODE,
"Wohnung STREET,HOUSENR",STREET,HOUSENR,,
"Haus HOUSENR CITY",,HOUSENR,,CITY
"Adresse HOUSENR POSTCODE",,HOUSENR,POSTCODE,
"Arbeitsanschrift HOUSENR STREET",STREET,HOUSENR,,
