Text,FIRSTNAME,MIDDLENAME,LASTNAME
Ich bin FIRSTNAME MIDDLENAME LASTNAME,FIRSTNAME,MIDDLENAME,LASTNAME
Ich bin FIRSTNAME LASTNAME,FIRSTNAME,,LASTNAME
Ich bin FIRSTNAME,FIRSTNAME,,
Ich bin Ms LASTNAME,,,LASTNAME
Ich bin Mr LASTNAME,,,LASTNAME
Mein Name ist FIRSTNAME MIDDLENAME LASTNAME,FIRSTNAME,MIDDLENAME,LASTNAME
Mein Name ist FIRSTNAME LASTNAME,FIRSTNAME,,LASTNAME
Mein Name ist FIRSTNAME,FIRSTNAME,,
Mein Name ist Ms LASTNAME,,,LASTNAME
Mein Name ist Mr LASTNAME,,,LASTNAME
Nenn mich FIRSTNAME MIDDLENAME LASTNAME,FIRSTNAME,MIDDLENAME,LASTNAME
Nenn mich FIRSTNAME LASTNAME,FIRSTNAME,,LASTNAME
Nenn mich FIRSTNAME,FIRSTNAME,,
Nenn mich Frau LASTNAME,,,LASTNAME
Nenn mich Herr LASTNAME,,,LASTNAME
